Fold.IL.6.HSA	Fold.IL.6.UL	Fold.IL.6.Naive	Fold.IL.6.Nickel	Fold.Naive.Nickel	Fold HSA/Naive
3.9	2.89	3.52	-0.39	-0.865771429	-0.078301037
3.9	5.53	4.18	-0.18	-0.841017307	0.055664188
3.9	3.14	3.29	-0.05	-0.777447021	-0.124870895
3.9	2.89	3.51	-0.73	-0.939865041	-0.079183767
3.9	3.66	3.23	0.02	-0.759314434	-0.13680826
3.9	4.87	4.46	-0.14	-0.841720442	0.11338413
3.9	2.92	2.85	-0.63	-0.902749798	-0.213941454
3.9	3.63	3.21	0.54	-0.634402882	-0.14162336
3.9	2.51	3.91	-0.74	-0.947409617	0.001959044
3.9	4.9	3.96	0.14	-0.77076272	0.01232085
3.9	3.1	4.76	-0.58	-0.927127822	0.176885969
3.9	3.66	3.65	0.6	-0.655641247	-0.049788744
3.9	2.08	3.66	-0.63	-0.9196185	-0.048877362
3.9	4.67	3.77	-0.18	-0.8289761	-0.025472842
3.89	3.76	3.57	-0.42	-0.872755811	-0.065808976
3.89	3.63	3.72	-0.16	-0.822188558	-0.036188331
3.89	3.49	4.21	0.6	-0.693193667	0.065708781
3.89	2.06	3.93	-0.37	-0.871948316	0.008767538
3.89	1.34	3.24	-0.39	-0.856611837	-0.132025226
3.89	5.07	3.28	-0.11	-0.791060176	-0.125445716
3.89	2.67	3.62	-0.48	-0.887734001	-0.054803149
3.89	2.39	3.48	0.18	-0.7360179	-0.084317865
3.89	4.02	5.23	-0.7	-0.951429431	0.274041368
3.89	2.55	3.39	-0.32	-0.84410187	-0.101629808
3.89	4.83	3.02	0.13	-0.719428322	-0.176916311
3.89	3.03	3.95	-0.34	-0.865817132	0.013635327
3.89	2.46	3.86	1.47	-0.491368804	-0.005327991
3.89	8.01	5.81	0.93	-0.716733104	0.393156386
3.89	4.65	3.71	-0.37	-0.867188457	-0.036669553
3.88	4.43	3.32	-0.24	-0.823811544	-0.114821485
3.88	2.64	3.99	0.14	-0.771972514	0.022974108
3.88	2.94	3.59	-0.55	-0.902586839	-0.060051562
3.88	1.53	1.93	-0.72	-0.905154638	-0.399577453
3.88	4.16	3.36	-0.45	-0.874393716	-0.106958232
3.88	3.8	2.79	0.56	-0.588899799	-0.222551713
3.88	4.55	4.09	-0.36	-0.874688748	0.043069704
3.87	3.63	3.47	-0.63	-0.917942958	-0.082104068
3.87	3.5	2.85	-0.38	-0.838289045	-0.210226249
3.87	4.36	3.64	1.71	-0.417113771	-0.047533906
3.87	2.78	4.3	-0.45	-0.89577501	0.08728471
3.87	2.62	4.67	-0.35	-0.884729698	0.165017305
3.87	3.02	4.31	-0.54	-0.912547585	0.091726897
3.87	2.07	3.87	-0.1	-0.814553745	0.001578656
3.87	2.83	4.37	0.01	-0.811954321	0.103833481
3.87	4.2	2.89	0.24	-0.679924289	-0.201175387
3.87	3.26	4.12	-0.74	-0.949858634	0.052827467
3.86	2.81	4.11	-0.11	-0.826356885	0.051417273
3.86	1.57	3.26	-0.53	-0.890596914	-0.124747789
3.86	3.62	4.11	0.17	-0.771350194	0.050656083
3.86	2.28	4.05	-0.36	-0.872219785	0.038007229
3.86	2.04	3.3	1.41	-0.439872447	-0.115022141
3.86	2.22	4.15	-0.41	-0.885673792	0.060473815
3.86	1.9	3.77	-0.41	-0.876109455	-0.019234038
3.86	3.76	3.22	-0.3	-0.834537266	-0.130933672
3.86	3.31	2.47	-0.28	-0.792558665	-0.286395006
3.86	3.18	2.74	-0.15	-0.772177959	-0.230253069
3.86	3.4	4.49	-0.37	-0.884731261	0.131584623
3.85	1.74	5.06	-0.47	-0.913096364	0.248997023
3.85	4.74	3.85	1.78	-0.426195865	-0.001690329
3.85	2.38	3.9	0.46	-0.702188572	0.008688961
3.85	2.34	3.26	-0.48	-0.877642732	-0.122011795
3.85	2.38	5.1	-0.55	-0.925540563	0.257558898
3.85	3.19	3.61	-0.72	-0.93903342	-0.049485313
3.85	4.88	4.05	1.05	-0.594494787	0.040327211
3.85	5.1	3.98	0.18	-0.763774221	0.025495273
3.85	3.73	3	0.31	-0.673895993	-0.174740713
3.85	4.79	3.69	0.3	-0.722076919	-0.033066407
3.85	2.55	3.83	-0.32	-0.858340199	-0.003228315
3.85	2.92	3.95	-0.29	-0.856171359	0.019873277
3.85	2.78	4.35	0.23	-0.770208578	0.104134567
3.85	3.51	3.96	-0.2	-0.83822131	0.022607944
3.85	3.08	3.66	0	-0.786207184	-0.0388075
3.85	2.33	3.03	0.34	-0.66861047	-0.167738922
3.85	5.32	2.94	-0.2	-0.796051265	-0.187132667
3.85	2.46	5.13	-0.8	-0.966817415	0.264470566
3.85	3.78	5.16	0.38	-0.776318941	0.270893872
3.85	2.74	4.19	-0.49	-0.901689942	0.070935357
3.84	3.16	3.1	0.84	-0.550845361	-0.153405629
3.84	3.66	4.14	-0.33	-0.869180284	0.060761141
3.84	4.38	3.21	0.3	-0.691723751	-0.130797502
3.84	2.93	3.39	-0.05	-0.783911429	-0.093720927
3.84	3.27	2.74	-0.42	-0.844628265	-0.227091181
3.84	2.28	3.72	-0.3	-0.851192044	-0.02419646
3.84	3.37	3.13	-0.74	-0.937850565	-0.145336895
3.84	3.19	4.08	-0.66	-0.932730529	0.050081925
3.84	3.28	2.96	0.2	-0.697411032	-0.180968567
3.84	1.56	4.02	-0.72	-0.943410261	0.037458428
3.84	2.5	3.98	0.47	-0.705435752	0.029016118
3.83	2.37	3.84	-0.56	-0.908135826	0.001882732
3.83	4.29	2.72	0.46	-0.608440224	-0.230700395
3.83	3.29	4.02	0.38	-0.725097759	0.038783883
3.83	2.03	3.28	-0.42	-0.865375933	-0.115428255
3.83	2.1	3.7	-0.55	-0.905089482	-0.027039155
3.83	3.42	4.07	-0.41	-0.88296718	0.048980435
3.83	3.59	3.3	0.44	-0.664565509	-0.110118464
3.83	7.15	3.48	-0.17	-0.813842037	-0.071609285
3.83	2.91	3.23	0.72	-0.592678912	-0.123701275
3.83	3.03	3.65	0.93	-0.585900995	-0.03683911
3.83	6.15	3.61	0.4	-0.696535118	-0.045334232
3.83	2.82	4.36	-0.5	-0.906029093	0.109279983
3.83	2.52	3.61	-0.56	-0.905058741	-0.044400401
3.83	3.14	3.73	-0.63	-0.92275204	-0.021005442
3.83	2.66	4.02	-0.54	-0.907493052	0.039300994
3.83	4.64	2.89	-0.65	-0.911133456	-0.193942658
3.83	3.32	2.47	0.32	-0.62029426	-0.281275387
3.83	1.27	3.16	-0.42	-0.860843055	-0.136969129
3.82	2.93	3.78	-0.64	-0.925239441	-0.010000093
3.82	1.99	3.72	-0.39	-0.869808008	-0.022129496
3.82	3.85	3.19	-0.43	-0.863837095	-0.132265003
3.82	2.57	4.34	-0.55	-0.916019993	0.106308338
3.82	3.32	4.72	-0.53	-0.917098987	0.186510874
3.82	3.44	4.77	0.04	-0.819848807	0.196653752
3.82	3.91	3.34	0.01	-0.766258487	-0.099018225
3.82	2.45	4.87	-0.67	-0.94414207	0.217998129
3.82	3.26	4.34	-0.68	-0.94081173	0.108175099
3.82	3.5	2.64	0.03	-0.718241984	-0.243407389
3.82	4.4	2.97	0.04	-0.739033769	-0.174988631
3.82	5.46	2.77	0.08	-0.714247236	-0.216608073
3.82	4.85	3.34	1.43	-0.438770338	-0.099073389
3.82	3.14	3.62	-0.55	-0.901853439	-0.040449484
3.81	2.03	3.62	-0.45	-0.881640967	-0.040530621
3.81	1.66	3.44	-0.34	-0.85141258	-0.077231432
3.81	3.29	3.22	-0.74	-0.938188081	-0.122678551
3.81	3.63	3.09	0.24	-0.696733311	-0.151198322
3.81	1.64	2.98	-0.5	-0.874647366	-0.174015474
3.81	3.48	4.04	0	-0.802434584	0.046672503
3.81	2.69	3.45	-0.59	-0.908693096	-0.076105776
3.81	3.66	4	0.82	-0.636996851	0.039615284
3.81	2.48	4.55	-0.13	-0.842975617	0.153342581
3.81	6.06	3.5	0.31	-0.707901628	-0.064101057
3.81	4.56	4.02	0.22	-0.757697149	0.043234691
3.81	4.5	2.74	-0.51	-0.868450002	-0.222623333
3.81	1.64	2.78	-0.5	-0.868066651	-0.214641913
3.81	2.85	3.5	-0.51	-0.891579956	-0.064005938
3.81	2.77	5.06	-0.56	-0.926731301	0.26075772
3.81	3	5.28	0.04	-0.834070916	0.307388823
3.81	3.31	3.79	-0.57	-0.910916847	-0.003115736
3.81	4.62	4.44	0.07	-0.802569957	0.13255117
3.81	3.1	4.2	-0.51	-0.90491217	0.081212514
3.81	2.01	4.41	-0.69	-0.942535186	0.124778723
3.8	2.74	2.57	-0.79	-0.941883466	-0.2576237
3.8	3.56	4.09	1.96	-0.419464377	0.059738063
3.8	5	5.06	-0.28	-0.881260528	0.261975429
3.8	2.49	4.21	-0.7	-0.942920485	0.084942122
3.8	2.08	2.82	-0.45	-0.85529431	-0.203691328
3.8	2.05	2.95	0.53	-0.613771724	-0.176907916
3.8	3.27	3.18	1.02	-0.518121207	-0.128825838
3.8	3.23	2.97	0.11	-0.721445101	-0.171799289
3.8	3.95	3.24	-0.51	-0.884103611	-0.115732188
3.8	2.85	3.34	0.32	-0.695707575	-0.095512874
3.8	2.46	3.45	-0.5	-0.887870634	-0.07315233
3.8	4.22	2.79	0.23	-0.674184393	-0.210283932
3.8	2.57	3.88	-0.18	-0.831694463	0.016917865
3.8	4.16	4.57	-0.47	-0.904445492	0.161996132
3.8	3.33	4.24	0.32	-0.748922311	0.093188541
3.79	3.07	3.95	0.21	-0.755182842	0.032901105
3.79	3.14	3.06	-0.08	-0.773205371	-0.152424746
3.79	2.11	2.36	-0.42	-0.82843316	-0.299697613
3.79	2.24	3.92	-0.73	-0.94475547	0.027678352
3.79	2.33	2.98	0.1	-0.724348313	-0.168449192
3.79	1.99	3.68	-0.17	-0.823252488	-0.022311823
3.79	4.65	4.19	0.53	-0.704526685	0.084440949
3.79	4.51	4.49	0.14	-0.79264528	0.146567239
3.79	2.33	3.36	-0.39	-0.859587108	-0.089233052
3.79	3.89	2.86	0.14	-0.704977586	-0.193272897
3.79	3.51	3.64	-0.13	-0.812934808	-0.030248122
3.79	1.9	3.28	-0.55	-0.894469296	-0.106462265
3.79	3.15	4.26	-0.63	-0.929274404	0.099443782
3.78	3.5	3.15	0.33	-0.678429799	-0.132414586
3.78	2.24	4	-0.32	-0.864506082	0.04525745
3.78	1.43	1.86	-0.7	-0.896296267	-0.403122852
3.78	2.88	4.56	-0.31	-0.876069263	0.162577792
3.78	2.75	4.06	-0.77	-0.954343082	0.058903623
3.78	3.01	3.54	0.58	-0.652325028	-0.051283389
3.78	3.07	2.76	0.14	-0.696880693	-0.213334169
3.78	2.47	4.18	-0.56	-0.915359104	0.083434995
3.78	6.05	3.97	0.72	-0.654216514	0.038923803
3.78	7.44	4.49	-0.61	-0.929771853	0.148156653
3.78	3.86	3.14	-0.2	-0.807137518	-0.133190738
3.78	3.5	3.42	0.12	-0.74664117	-0.074813306
3.78	3.87	2.7	0.63	-0.559105293	-0.225815463
3.78	5.26	2.59	0.47	-0.589693448	-0.24907104
3.77	1.45	3.89	-0.48	-0.893436035	0.024343068
3.77	3.75	2.83	0.34	-0.64902231	-0.197217199
3.77	3.68	4.99	-0.38	-0.896648355	0.25525801
3.77	2.91	3.25	-0.68	-0.924089564	-0.108281564
3.77	3.21	4.21	-0.49	-0.902283503	0.091913789
3.77	3.11	3.15	-0.42	-0.860272762	-0.129220654
3.77	2.8	3.51	-0.01	-0.780949166	-0.054530883
3.76	3.84	3.66	-0.7	-0.936520481	-0.02211867
3.76	5.55	2.89	0.11	-0.715356301	-0.183112594
3.76	2.13	3.96	-0.01	-0.800256418	0.040773102
3.76	2.8	4.2	-0.31	-0.86786947	0.09293535
3.76	1.53	3.39	-0.62	-0.913212301	-0.07758469
3.76	3.3	3.56	-0.15	-0.813670675	-0.042019287
3.76	5.89	4.1	0.68	-0.669400903	0.070461488
3.76	3.73	3.61	-0.36	-0.861858449	-0.030652732
3.76	3.22	2.41	0.47	-0.567516697	-0.283399384
3.76	2.42	4.17	-0.55	-0.912791572	0.086949569
3.76	3.89	3.06	0.71	-0.578236601	-0.145722072
3.76	3.78	4.71	-0.32	-0.880715374	0.200692611
3.76	5.56	3.96	0.15	-0.767259309	0.042145591
3.76	2.69	3.96	-0.19	-0.837387303	0.042918028
3.75	2.39	3.39	-0.7	-0.931957775	-0.077556029
3.75	2.33	3.64	-0.37	-0.865073541	-0.023692151
3.75	0.85	2.22	-0.71	-0.909498539	-0.321627087
3.75	5.08	4.71	-0.44	-0.901680977	0.201668074
3.75	5.64	6.23	1.47	-0.65869634	0.521293562
3.75	2.6	3.01	0.23	-0.693085467	-0.15555618
3.75	3.55	3.59	-0.09	-0.801801125	-0.034169554
3.75	4.15	4.26	-0.21	-0.849369975	0.10652626
3.75	3.67	3.03	0.4	-0.65167846	-0.151797951
3.75	3.83	4.57	-0.11	-0.840044392	0.172736384
3.75	3.51	3.91	0.45	-0.705627893	0.034760855
3.75	3.22	4.23	-0.02	-0.812960797	0.102332066
3.75	4.27	3.59	-0.24	-0.834328796	-0.033129043
3.75	3.12	4.97	-0.75	-0.957277703	0.25707034
3.75	4.64	4.98	0.54	-0.741519984	0.259445612
3.75	4.11	3.22	-0.18	-0.804435776	-0.111808584
3.75	1.92	4.03	-0.57	-0.91511928	0.06059295
3.74	3.91	3.17	0.1	-0.735043911	-0.121302705
3.74	3.23	4.83	-0.25	-0.871350878	0.228344932
3.74	3.49	4.08	0.48	-0.709282918	0.070946956
3.74	3.67	3.78	-0.4	-0.874042936	0.007521332
3.74	2.78	2.52	0.14	-0.6765947	-0.256823828
3.74	4.75	2.76	1.26	-0.399726124	-0.207460254
3.74	2.31	3.8	0.6	-0.665970999	0.012990325
3.74	3.14	4.06	-0.72	-0.944701563	0.068126044
3.74	2.32	4.39	-0.86	-0.974294974	0.136921869
3.74	6.04	3.32	0.72	-0.602973165	-0.087114455
3.74	4.54	3.91	-0.21	-0.839294749	0.036893649
3.74	2.6	3.23	-0.36	-0.84804426	-0.105817621
3.74	2.53	5.01	-0.51	-0.91785125	0.26843134
3.74	4.1	3.4	-0.68	-0.926515283	-0.070886082
3.73	3.84	3.84	0.59	-0.671984091	0.022722361
3.73	2.92	3.73	-0.57	-0.908727483	-0.001602155
3.73	3.99	2.93	0.86	-0.525635063	-0.170119356
3.73	2.17	3.48	-0.56	-0.902700259	-0.052322341
3.73	2.14	3.29	-0.57	-0.899654811	-0.092386268
3.73	2.46	4.38	-0.8	-0.963367995	0.137808447
3.73	2.39	3.15	-0.42	-0.860759853	-0.121616224
3.73	2.54	3.26	-0.55	-0.894703154	-0.099429343
3.73	5.71	4.27	0.78	-0.662168899	0.114613975
3.73	3.65	2.91	0.6	-0.590621465	-0.172408116
3.73	1.52	3.19	-0.42	-0.860970439	-0.113267532
3.73	1.72	2.83	-0.85	-0.960379677	-0.190530051
3.72	2.5	2.94	-0.46	-0.864199029	-0.165567155
3.72	2.37	3.81	-0.78	-0.95365521	0.017654713
3.72	3.29	2.93	-0.69	-0.920696056	-0.167198001
3.72	1.94	3.47	-0.71	-0.934840523	-0.053887461
3.72	3.76	5.24	-0.33	-0.892045022	0.321614685
3.72	1.9	3.79	0.45	-0.697528528	0.014322257
3.72	2.42	3.38	-0.68	-0.927143633	-0.071493841
3.72	1.87	2.77	-0.3	-0.815141647	-0.200033069
3.72	3.23	3.32	0.2	-0.722422464	-0.08475729
3.72	4.23	3.07	-0.66	-0.916636757	-0.136752976
3.72	2.7	4.49	-0.64	-0.934879512	0.163552002
3.72	2.73	3.18	-0.37	-0.850317794	-0.113343855
3.71	6.75	3.74	-0.68	-0.933114205	0.005474605
3.71	3.59	3.52	0.16	-0.742348512	-0.041698386
3.71	2.4	4.45	-0.48	-0.905110399	0.156563664
3.71	1.95	2.7	-0.46	-0.853181635	-0.214311995
3.71	4.42	4.66	0.72	-0.695680069	0.201124716
3.71	4.54	4.08	-0.49	-0.898969651	0.079695737
3.71	1.85	3.5	-0.08	-0.795198862	-0.04349567
3.71	2.43	3.66	-0.63	-0.920576567	-0.011080388
3.71	4.56	4.62	-0.37	-0.88811799	0.194988002
3.71	3.26	5.18	0.14	-0.815418174	0.314185027
3.71	2.21	2.17	0.27	-0.599472667	-0.325864348
3.71	2.08	3.51	-0.02	-0.781939947	-0.041725942
3.71	4.26	4.02	1.04	-0.593668172	0.066803206
3.7	2.88	4.16	-0.67	-0.935858531	0.096442402
3.7	2.92	3.05	-0.56	-0.890528808	-0.138923556
3.7	2.78	3.1	-0.1	-0.78060141	-0.128114482
3.7	2.61	3.33	-0.11	-0.795162368	-0.078190447
3.7	3.72	2.87	-0.01	-0.744419151	-0.175279634
3.7	3.25	3.83	0.42	-0.706239786	0.028978534
3.7	3.29	2.59	0.22	-0.659559273	-0.236162342
3.7	2.69	3.12	-0.37	-0.846138084	-0.123997453
3.7	1.89	3.32	-0.33	-0.844000828	-0.080259847
3.69	1.52	2.78	-0.31	-0.817549985	-0.195469471
3.69	2.08	2.44	0.35	-0.607167476	-0.266954796
3.69	4.2	2.64	-0.68	-0.913532002	-0.22374654
3.69	3.64	5.61	-0.43	-0.914377541	0.409525949
3.69	5.85	3.41	0.04	-0.76445252	-0.060264368
3.69	3.9	3.84	-0.08	-0.809179108	0.030852239
3.69	3.05	2.71	0.56	-0.580819311	-0.20825303
3.69	3.63	3.41	-0.19	-0.81697766	-0.058959503
3.69	2.92	3.1	0.17	-0.715100782	-0.126123166
3.69	2.01	3.78	-0.29	-0.850706709	0.019772728
3.69	3.72	3.1	0.22	-0.703617539	-0.124554417
3.68	3.46	3.04	-0.14	-0.788339785	-0.137170703
3.68	2.07	3.7	-0.33	-0.857031967	0.003362415
3.68	2.69	3.25	-0.57	-0.898699349	-0.092600415
3.68	4.35	3.18	0.11	-0.733822693	-0.107149479
3.68	2.88	2.92	0.36	-0.653806227	-0.163177351
3.68	3.75	4.06	-0.08	-0.818076529	0.080139898
3.68	3.33	4.08	-0.35	-0.872495105	0.085792253
3.68	3.74	2.97	0.86	-0.532030036	-0.152281246
3.68	4.75	6.06	0.35	-0.809407297	0.508334168
3.68	6.6	3.9	-0.24	-0.844702325	0.047754909
3.68	2.63	3.64	-0.71	-0.938247494	-0.00803311
3.68	3.53	3.43	-0.41	-0.865678725	-0.053348344
3.68	1.56	3.74	-0.35	-0.861791919	0.013074412
3.68	3.06	5.18	-0.31	-0.887627943	0.321568167
3.68	2.11	2.9	-0.75	-0.935341782	-0.16694045
3.68	2.22	2.77	0.97	-0.476519188	-0.193915807
3.68	1.8	2.58	-0.58	-0.88392977	-0.234095734
3.67	3.8	3.26	0.31	-0.691958405	-0.088596884
3.67	1.98	4.46	-0.56	-0.918586779	0.167354484
3.67	2.03	3.87	-0.57	-0.912107253	0.042709171
3.67	4.48	3.89	-0.44	-0.884635483	0.045790943
3.67	2.32	2.32	-0.51	-0.852734347	-0.288820734
3.67	2.62	3.52	-0.48	-0.884079873	-0.031541916
3.67	2.2	3.11	-0.67	-0.919231487	-0.120173244
3.67	2.82	3.36	0.01	-0.769067215	-0.066596959
3.67	5.03	3.7	0.09	-0.76750602	0.007344557
3.67	3.57	2.57	0.75	-0.507921628	-0.236292338
3.67	3.96	3.37	0.94	-0.555887013	-0.064651622
3.67	3.28	4.12	-0.6	-0.922388442	0.096772491
3.67	2.34	3.05	0.28	-0.684631607	-0.13295275
3.67	2.46	1.89	-0.33	-0.767754476	-0.381556389
3.67	2.69	3.85	-0.48	-0.893070896	0.038907486
3.67	3.19	4.11	-0.42	-0.885931003	0.094208808
3.67	2.87	4.42	0.43	-0.737178641	0.162420396
3.66	3.88	3.9	-0.49	-0.894981627	0.049364064
3.66	3.83	4.27	0.66	-0.684141626	0.129029679
3.66	3.93	4.45	-0.19	-0.850713986	0.168078395
3.66	3.99	3	-0.05	-0.763174614	-0.141562945
3.66	3.94	3.38	-0.75	-0.943715892	-0.060394076
3.66	3.06	2.97	0.3	-0.673101096	-0.148856312
3.66	1.81	3.64	0.28	-0.723389988	-0.004887847
3.66	2.82	3.69	-0.72	-0.93941046	0.006304542
3.66	2.71	4.84	-0.65	-0.940635009	0.253624349
3.66	2.42	3.64	-0.58	-0.909061587	-0.005345753
3.66	2.18	3.26	0.05	-0.753375281	-0.085936691
3.66	2.46	2.97	-0.46	-0.864208453	-0.148692846
3.66	2.81	3.06	0.77	-0.563399206	-0.127431255
3.66	1.88	3.29	0.36	-0.682679257	-0.078395852
3.66	2.31	3.31	-0.36	-0.852060948	-0.074791758
3.65	3.66	3.13	-0.35	-0.841653871	-0.112964559
3.65	3.4	4.41	0.03	-0.809092812	0.163111286
3.65	4.83	2.75	0.37	-0.634512662	-0.194641913
3.65	3.37	3.05	-0.04	-0.763444242	-0.129273148
3.65	2.66	3.18	-0.38	-0.851375328	-0.100301894
3.65	3.31	3.36	0.14	-0.739801234	-0.061488885
3.65	3.02	3.34	-0.61	-0.9103375	-0.066429838
3.65	2.87	3.45	-0.33	-0.849492285	-0.042437586
3.65	2.59	2.89	-0.44	-0.855419687	-0.162538396
3.65	4.85	2.71	0.12	-0.698575248	-0.202362932
3.65	3.3	3.8	-0.04	-0.799120568	0.032317995
3.65	3.61	2.77	0.96	-0.480495229	-0.188604814
3.65	2.45	3.47	-0.27	-0.83725874	-0.036865477
3.65	2.64	2.45	-0.2	-0.76679631	-0.256926297
3.64	3.58	4.39	-0.17	-0.846311483	0.161458687
3.64	3.94	2.86	-0.65	-0.908973714	-0.169025513
3.64	2.95	3.05	-0.15	-0.790972129	-0.127858096
3.64	1.48	3.2	-0.34	-0.842458961	-0.095568265
3.64	5.47	3.25	0	-0.763541057	-0.085030094
3.64	3.75	2.97	-0.68	-0.920400754	-0.14523157
3.64	1.8	3.9	-0.02	-0.800045668	0.05624896
3.64	3.58	3.51	-0.31	-0.847688145	-0.026963781
3.64	3.99	4.15	-0.78	-0.956506283	0.110889841
3.63	2.82	2.97	0.12	-0.71730614	-0.144526025
3.63	1.95	3.32	0.11	-0.741871976	-0.068840445
3.63	2.32	4.19	-0.03	-0.812835316	0.119828865
3.63	1.18	2.58	-0.78	-0.93954976	-0.227517227
3.63	2.59	5.5	-0.13	-0.865594047	0.402554122
3.63	5.49	3.25	1	-0.528942336	-0.081277758
3.63	2.12	3.36	-0.06	-0.785294285	-0.059171307
3.63	4.25	3.59	0.2	-0.738290738	-0.008964967
3.63	3.26	4.15	-0.36	-0.876340564	0.113506005
3.63	5.32	5.07	-0.02	-0.837855525	0.310622332
3.63	2.45	3.22	-0.03	-0.768858363	-0.088827832
3.63	4.62	3.36	0.72	-0.605981024	-0.058188809
3.63	5.05	5.38	-0.55	-0.929104608	0.379979476
3.62	2.97	3.17	0.14	-0.726176769	-0.098848007
3.62	5.15	3.56	0.36	-0.702126958	-0.0144091
3.62	5.77	3.42	0.32	-0.70092963	-0.04315216
3.62	3.03	3.57	0.01	-0.778825334	-0.010543573
3.62	2.46	4.34	-0.41	-0.890212673	0.155564102
3.62	2.53	2.96	0.21	-0.694383996	-0.143485621
3.62	4.04	3.69	-0.68	-0.932016841	0.014259291
3.62	2.88	2.97	-0.29	-0.820343172	-0.140899366
3.62	3.61	3.38	0.89	-0.568286744	-0.052846557
3.62	2.65	3.67	-0.68	-0.931934436	0.009684106
3.62	1.63	3.1	-0.71	-0.929392997	-0.113278967
3.62	2.86	2.66	-0.09	-0.750256467	-0.206968486
3.62	2.66	4.87	-0.65	-0.940262282	0.271936234
3.62	2.28	3.64	-0.39	-0.867931273	0.00496794
3.62	3.15	4.01	-0.45	-0.890650338	0.085361749
3.62	2.59	3.22	-0.62	-0.910505493	-0.086176723
3.61	2.03	4.61	0.37	-0.75602209	0.215151632
3.61	2.73	3.3	-0.59	-0.903661274	-0.06803268
3.61	2.62	3.39	-0.54	-0.894091993	-0.049287903
3.61	2.74	2.72	0.47	-0.604178482	-0.193784472
3.61	2.18	3.08	-0.53	-0.883849435	-0.115131968
3.61	3.74	3.34	-0.42	-0.865710697	-0.058035652
3.61	3.13	2.96	-0.37	-0.840007857	-0.139986904
3.61	2.99	3.09	1.14	-0.477437685	-0.112930441
3.61	4.56	3.02	0.19	-0.704950282	-0.126924727
3.61	1.79	3.32	-0.8	-0.952661622	-0.062939996
3.61	2.39	5.41	-0.47	-0.918040452	0.391971592
3.61	3.32	3.29	0.32	-0.691413715	-0.069460456
3.61	2.24	3.17	-0.01	-0.761293131	-0.095399862
3.6	3.1	3.69	-0.11	-0.810766413	0.019015166
3.6	5.23	3.29	0.04	-0.757441505	-0.069195199
3.6	4.97	3	0.9	-0.525263367	-0.13092707
3.6	5.35	3.04	0.69	-0.580670299	-0.121864113
3.6	3.21	4.35	0.92	-0.640275184	0.163195828
3.6	2.46	4.81	-0.11	-0.846974212	0.262782034
3.6	3.86	4.09	-0.19	-0.840663409	0.107881485
3.6	3.01	3.52	0.19	-0.737179601	-0.017569066
3.6	3.54	3.18	-0.18	-0.80304723	-0.0913948
3.6	4.13	3.53	0.54	-0.659688575	-0.014233584
3.6	3.07	3.43	-0.59	-0.908024149	-0.035307621
3.6	2.97	3.77	-0.06	-0.803926781	0.037785558
3.6	2.93	2.44	-0.54	-0.866788621	-0.251289237
3.6	2.35	4.28	-0.36	-0.879466851	0.14944897
3.6	5.32	3.17	-0.15	-0.796960159	-0.092610337
3.59	4.26	3.71	-0.14	-0.816690962	0.025342543
3.59	3.57	2.54	-0.24	-0.785358712	-0.22911652
3.59	3.74	4.2	0.05	-0.797179296	0.131718902
3.59	2.38	3.41	-0.71	-0.934944497	-0.038502416
3.59	3.12	3.67	0.32	-0.717138729	0.017383984
3.59	4.08	3.87	-0.18	-0.83046725	0.059916456
3.59	4.78	3.15	0.12	-0.731023602	-0.096725672
3.59	4.33	3.2	0	-0.762351164	-0.083931789
3.59	1.43	2.76	-0.65	-0.907811417	-0.180480568
3.59	1.32	2.6	-0.57	-0.881296433	-0.215446067
3.59	3.85	3.69	0.14	-0.756484299	0.021800872
3.59	2.54	3.92	-0.31	-0.859022397	0.073227883
3.59	2.33	2.61	1.51	-0.30405843	-0.212528854
3.59	2.97	3.42	-0.38	-0.860449533	-0.036699287
3.59	3.3	3.1	-0.49	-0.876158577	-0.10612691
3.59	3.12	3.27	0.82	-0.572819908	-0.069350048
3.59	2.11	2.15	0.23	-0.610434018	-0.312498579
3.58	4.73	3.5	0.58	-0.649913917	-0.018318099
3.58	5.51	2.83	0.22	-0.682433837	-0.163389153
3.58	1.79	3.82	-0.05	-0.803731408	0.052175098
3.58	4.37	4.08	0.03	-0.79651906	0.108961699
3.58	3.05	2.77	-0.16	-0.77826683	-0.177565024
3.58	2.64	3.34	0.11	-0.744877515	-0.053298308
3.58	2.81	5.08	-0.2	-0.867750637	0.327353846
3.58	3.64	4.14	0.66	-0.677573994	0.122458281
3.58	1.91	3.34	0	-0.768880074	-0.051599998
3.58	3.5	3.54	-0.68	-0.928401706	-0.008765279
3.58	2.31	3.39	-0.73	-0.938298005	-0.040634666
3.58	2.65	3.5	-0.05	-0.789218765	-0.016624279
3.58	3.35	3.22	-0.43	-0.865346905	-0.077175173
3.58	3.24	3.92	-0.73	-0.945363288	0.076034059
3.58	0.76	2.34	-0.62	-0.884959544	-0.269181198
3.58	3.1	2.57	-0.7	-0.917149841	-0.219090742
3.58	2.09	4.55	-0.69	-0.944313053	0.21198061
3.58	3.02	3.14	0.37	-0.669597778	-0.095199235
3.58	2.99	4.49	-0.23	-0.860497118	0.199298428
3.57	2.2	2.69	-0.14	-0.766047964	-0.194069166
3.57	2.93	3.32	0.07	-0.753406394	-0.05548503
3.57	3.31	2.55	-0.45	-0.845973419	-0.223186438
3.57	2.1	3.24	-0.66	-0.919329683	-0.073256924
3.57	3.37	3.79	-0.19	-0.831738102	0.046898187
