Fold.IL.6.HSA	Fold.IL.6.UL	Fold.IL.6.Naive	Fold.IL.6.Nickel	Fold.Naive.Nickel	Fold HSA/Naive
8.35	6.25	7.95	-0.15	-0.905494836	-0.042273861
8.35	4.79	6.46	0.06	-0.858497729	-0.202209471
8.34	6.68	6.88	-0.28	-0.908703994	-0.156606463
8.34	11.57	9.31	-0.65	-0.966465139	0.104239269
8.34	5.66	7.47	-0.66	-0.959338303	-0.09277455
8.33	4.02	6.68	0.62	-0.789232358	-0.176638275
8.33	7.04	7.62	0.24	-0.855733847	-0.076310035
8.33	5.52	6.32	-0.67	-0.954393235	-0.215043901
8.33	4.26	6.69	-0.57	-0.944547135	-0.175662937
8.32	5.41	6.46	0.79	-0.760144032	-0.199816732
8.32	9.17	8.05	-0.14	-0.90450088	-0.029207498
8.31	4.99	5.85	-0.45	-0.919574047	-0.264192113
8.31	6.36	7.75	-0.4	-0.931129158	-0.059785901
8.31	7.46	8.39	-0.28	-0.923184951	0.008215747
8.31	7.01	7.69	0.75	-0.798096945	-0.066564433
8.31	8.03	8.08	0.2	-0.867655298	-0.023919352
8.31	5.26	5.95	-0.62	-0.945036742	-0.253412146
8.3	5.45	8.25	-0.15	-0.908530644	-0.005860122
8.3	6.32	9.48	-0.45	-0.947953619	0.127301493
8.29	9.09	7.31	0.54	-0.814472716	-0.105432345
8.29	7.55	9.89	0.16	-0.893151848	0.172342471
8.29	4.83	8.87	-0.5	-0.948973185	0.062916497
8.29	10.03	6.47	-0.48	-0.930700066	-0.195718526
8.29	6.32	8.1	0.07	-0.882985327	-0.01975424
8.28	3.39	5.79	-0.58	-0.937983548	-0.268899452
8.28	6.66	4.32	0.57	-0.70556655	-0.426481108
8.27	6.13	6.41	-0.17	-0.887550344	-0.200826073
8.26	16.55	6.87	2.27	-0.584571786	-0.149710917
8.26	5.11	7.91	-0.09	-0.898161719	-0.037814135
8.26	8.24	6.74	-0.21	-0.898437746	-0.163614835
8.26	4.25	4.67	-0.56	-0.922922342	-0.387314771
8.26	6.14	7.11	-0.65	-0.956415203	-0.124307555
8.26	5.96	7.7	0.41	-0.837868425	-0.060169555
8.25	6.21	7.3	-0.33	-0.919392753	-0.102756522
8.25	5.61	7.39	-0.36	-0.923129593	-0.092795318
8.25	5.65	6.37	0.66	-0.77432807	-0.202944753
8.25	6	6.66	-0.46	-0.930160959	-0.17122129
8.25	9.26	8.27	0.49	-0.839494608	0.002188995
8.24	8.02	6.76	0.68	-0.784003076	-0.161061434
8.24	6.98	8.12	-0.23	-0.915851787	-0.013899298
8.24	8.84	4.95	-0.65	-0.940547144	-0.356576534
8.24	4.62	6.38	-0.8	-0.97236273	-0.201815173
8.24	9.69	7.3	1.84	-0.657761254	-0.10161095
8.24	4.46	7.97	-0.34	-0.926243612	-0.029399759
8.24	5.44	6.61	0.51	-0.802013869	-0.176301338
8.24	5.82	8.52	-0.69	-0.967462844	0.030552593
8.24	5.22	6.93	1.57	-0.6762902	-0.14101158
8.23	8.66	7.71	-0.62	-0.956209082	-0.057199537
8.23	7.31	7.3	-0.29	-0.914037374	-0.10137788
8.23	7.01	7.62	-0.62	-0.956357788	-0.066013395
8.23	7.06	7.81	0	-0.886538229	-0.045786158
8.23	7.56	6.92	0.32	-0.833396911	-0.141778297
8.23	7.74	5.29	0.83	-0.708825931	-0.318546908
8.23	4.93	6.07	-0.44	-0.920722984	-0.233279134
8.23	8.75	6.62	0.34	-0.824421138	-0.17416353
8.22	5.48	9.19	-0.66	-0.966631346	0.105176778
8.22	5.15	4.46	0.63	-0.701545143	-0.407618019
8.22	8.52	7.81	-0.36	-0.92763373	-0.044413351
8.22	6.94	9.78	-0.26	-0.931202625	0.169130313
8.22	5.47	8.27	-0.71	-0.96848926	0.005584835
8.22	8.63	7.86	0.42	-0.84002302	-0.038658873
8.22	8.17	7.52	-0.57	-0.94986806	-0.075190948
8.21	6.7	9.82	-0.49	-0.952732326	0.173769455
8.21	4.67	7.3	-0.7	-0.964157845	-0.098770545
8.21	5.08	7.78	-0.51	-0.943943419	-0.046390937
8.21	5.48	8.82	-0.66	-0.965541976	0.066516964
8.21	5.15	8.26	-0.57	-0.953723581	0.005545987
8.21	6.63	7.35	-0.17	-0.90005791	-0.093135202
8.21	7.08	6.99	-0.5	-0.93725269	-0.132185733
8.2	6.08	8.5	0.23	-0.870521792	0.032674812
8.2	7.74	8.71	0.19	-0.877237058	0.05511307
8.19	7.92	7.01	-0.65	-0.956263768	-0.12851238
8.19	7.13	9.16	0.15	-0.886383227	0.104708782
8.19	4.61	7.72	-0.7	-0.965799596	-0.051282565
8.18	7.03	7.04	0.07	-0.866865928	-0.123953565
8.18	5.21	7.2	0.49	-0.817919167	-0.106327071
8.18	4.77	7.95	-0.03	-0.891214189	-0.024810093
8.18	5.88	7.64	-0.56	-0.948644639	-0.057888903
8.17	4.62	7.81	-0.3	-0.920524358	-0.039313034
8.17	8.71	8.85	0.21	-0.876604063	0.073657695
8.17	6.89	8.28	-0.5	-0.946284957	0.012603798
8.17	9.6	6.97	0.96	-0.75400911	-0.130792226
8.16	5.36	8.32	-0.17	-0.910772051	0.017066639
8.16	6.04	5.89	-0.65	-0.948907986	-0.247814654
8.16	6.44	5.86	0	-0.854588116	-0.251098113
8.15	7.84	8.94	-0.47	-0.946582801	0.086073191
8.15	5.1	9.62	-0.54	-0.956478343	0.160431143
8.15	8.41	7.08	-0.22	-0.903039002	-0.117162581
8.15	8.44	7.71	0.94	-0.777083327	-0.047323901
8.15	6.61	8.37	-0.49	-0.945352748	0.024428482
8.15	8.23	7.72	0.55	-0.822882222	-0.046234194
8.15	3.65	6.19	-0.14	-0.880725025	-0.214189073
8.14	4.87	6.42	1.27	-0.69437603	-0.188146098
8.14	12.5	8.18	0.4	-0.847177714	0.004376738
8.14	7.17	4.98	1.48	-0.585957032	-0.344983399
8.14	5.99	5.88	-0.58	-0.93880636	-0.2467872
8.14	5.02	8.12	-0.63	-0.959314593	-0.002268782
8.13	8.12	8.16	-0.54	-0.950173191	0.003035922
8.13	8.05	8.16	-0.4	-0.93407739	0.003401449
8.13	5.45	6.17	-0.51	-0.931318702	-0.214141428
8.13	7.66	7.98	0	-0.888371708	-0.015768329
8.12	4.87	8.69	-0.21	-0.918027714	0.062403988
8.12	4.83	6.89	-0.28	-0.909092249	-0.134502486
8.12	6.82	9.09	-0.43	-0.943118076	0.10614892
8.12	6.92	8.2	0.16	-0.873783577	0.009400804
8.11	5.98	8.89	-0.4	-0.93920759	0.085741879
8.11	6.8	7.65	-0.76	-0.97255682	-0.050830543
8.11	5.92	7.06	0.41	-0.825453758	-0.115697889
8.11	7.59	8.2	-0.08	-0.899973227	0.009698385
8.11	6.77	7.59	0.03	-0.880627632	-0.056273798
8.1	13.67	7.98	1.57	-0.713739833	-0.01358444
8.09	6.17	6.81	-0.3	-0.910432372	-0.140892527
8.09	5.64	6.55	0.16	-0.846911774	-0.169358316
8.08	8.36	7.79	0.08	-0.877568796	-0.031728578
8.08	9.48	6.91	-0.39	-0.922662255	-0.129322986
8.08	6.08	8.07	-0.37	-0.930233735	-0.001195793
8.08	8.92	8.02	0.96	-0.782467464	-0.005742488
8.08	5.03	8.92	-0.19	-0.918602181	0.093223822
8.07	4.52	5.89	-0.29	-0.89695817	-0.240991475
8.07	6.4	8.26	-0.57	-0.953586557	0.020056803
8.07	5.43	6.14	-0.3	-0.902003672	-0.213531245
8.07	9.13	7.42	0.62	-0.80762004	-0.072048215
8.07	4.05	6.73	-0.51	-0.936143099	-0.148042263
8.07	5.29	6.92	-0.74	-0.96752868	-0.126553981
8.07	6.19	7.43	0.29	-0.846715202	-0.071145944
8.07	6.88	5.64	-0.6	-0.939564888	-0.267952322
8.07	6.5	8.03	-0.69	-0.966144862	-0.004792331
8.07	21.81	7.53	0.08	-0.873157243	-0.059220308
8.06	5.02	8.66	-0.43	-0.940736229	0.065227459
8.06	8.16	7.62	-0.17	-0.903627202	-0.048710994
8.06	5.56	6.32	-0.65	-0.952177093	-0.192443755
8.06	5.8	7.83	-0.53	-0.946778668	-0.025079381
8.06	5.06	5.67	-0.3	-0.89469367	-0.263821262
8.06	8.44	7.55	0.48	-0.826994258	-0.056126529
8.06	6.42	6.07	0.28	-0.818377684	-0.219611607
8.06	8.66	9.11	-0.68	-0.968539364	0.11688836
8.05	6.9	6.87	-0.54	-0.941183012	-0.130069411
8.05	6.53	6.86	1.01	-0.744053508	-0.131775206
8.05	9.54	6.74	1.55	-0.671048509	-0.144709921
8.05	8.64	6.79	-0.65	-0.95519219	-0.138869022
8.05	5.77	5.67	0.18	-0.823569992	-0.263119026
8.05	5.76	7.81	-0.31	-0.921160853	-0.026257483
8.04	6.23	6.66	-0.69	-0.959773893	-0.152762503
8.04	5.42	7	-0.44	-0.929469294	-0.114696272
8.04	6.68	8.13	0.31	-0.856862226	0.01006284
8.04	7.36	7.33	-0.63	-0.955422476	-0.078613859
8.04	4.71	6.01	-0.03	-0.862042103	-0.22443312
8.04	6.64	7.8	-0.45	-0.93759672	-0.026672608
8.03	7.64	6.28	0.22	-0.832467552	-0.194182524
8.03	4.31	8.1	-0.27	-0.919359315	0.007286865
8.03	6.3	7.82	-0.47	-0.940211782	-0.023076268
8.03	7.19	6.51	-0.28	-0.90368443	-0.16890567
8.03	6.01	7.5	-0.36	-0.924783734	-0.058663882
8.03	4.38	5.03	-0.68	-0.947365786	-0.332369453
8.03	7.49	9.41	-0.17	-0.920518996	0.152913375
8.03	7.26	6	-0.03	-0.861054097	-0.225119617
8.03	5.71	5.46	1.04	-0.684019509	-0.284162885
8.03	8.36	7.04	0.39	-0.827008066	-0.108870544
8.03	7.6	7.21	-0.45	-0.933170003	-0.090890209
8.03	6.65	7.77	-0.46	-0.938811037	-0.02794866
8.03	5.29	7.25	-0.45	-0.933518841	-0.085494999
8.02	10.48	10.31	0.15	-0.898167222	0.252942946
8.02	6.04	7.48	0.03	-0.878259519	-0.06023699
8.02	8.99	7.94	-0.48	-0.941341634	-0.008318442
8.01	7	5.2	-0.42	-0.905934947	-0.312307984
8.01	5.74	9.77	-0.4	-0.944335273	0.194690023
8.01	8.52	8.05	-0.18	-0.909028205	0.004357546
8.01	6.67	7.46	-0.56	-0.947923443	-0.060890762
8.01	4.72	7.26	-0.11	-0.892361306	-0.082939008
8.01	5.17	7.24	-0.56	-0.946962429	-0.085349862
8	7.5	7.59	0.67	-0.805170953	-0.046293486
8	5.32	6.87	-0.58	-0.946549393	-0.125485606
8	10.68	5.73	-0.21	-0.881937847	-0.252359955
8	6.88	6.9	-0.46	-0.931390878	-0.121745853
7.99	6.35	6.49	-0.47	-0.929562817	-0.167035448
7.99	5.15	7.1	-0.49	-0.937547435	-0.09900782
7.99	5.61	7.39	0.33	-0.8414383	-0.067304796
7.99	7.91	6.63	0.12	-0.852674408	-0.150661849
7.99	5.01	10.2	-0.52	-0.956726324	0.246326289
7.99	6.73	8.17	-0.75	-0.972676127	0.020304707
7.98	5.85	7.07	0.36	-0.830820908	-0.102224977
7.98	8.08	7.86	0.07	-0.879676942	-0.013617545
7.98	5.97	7.53	-0.05	-0.888133596	-0.050169738
7.98	6.8	7.13	0.58	-0.805169692	-0.095305037
7.98	6.26	9.06	-0.38	-0.938639113	0.12054288
7.97	6.07	8.28	-0.36	-0.930590339	0.034291446
7.97	9.76	8.19	0.88	-0.795606981	0.023846829
7.97	4.03	7.12	0.31	-0.838081003	-0.095400801
7.97	6.81	6.77	0.39	-0.820659344	-0.132881655
7.96	4.98	5.68	-0.45	-0.917139588	-0.254515894
7.96	6.19	6.78	-0.39	-0.921079165	-0.131893728
7.96	4.62	6.67	-0.28	-0.90655614	-0.144237517
7.96	6.23	7.89	-0.54	-0.947724868	-0.007887477
7.96	10.95	6.56	0.83	-0.758660945	-0.155737041
7.96	7.18	7.73	0.11	-0.872264257	-0.025825501
7.96	8.07	7.06	-0.08	-0.88588285	-0.100110926
7.95	7.17	8.37	0.3	-0.861239736	0.047188597
7.95	8.13	8.94	-0.67	-0.966525617	0.110154253
7.95	5.81	7.28	-0.55	-0.946132645	-0.075275578
7.95	3.66	7.95	-0.62	-0.957889915	-0.000241858
7.94	4.14	7.07	-0.6	-0.950473547	-0.098025007
7.94	6.77	8.42	-0.26	-0.92165504	0.052883861
7.94	6.83	6.68	-0.36	-0.91670448	-0.141499456
7.94	6.39	7.3	0.04	-0.875331319	-0.071254663
7.94	4.8	9.18	-0.33	-0.933706291	0.138192009
7.94	9.26	8.7	1.62	-0.729890684	0.085339059
7.94	5.57	5.59	-0.37	-0.903679534	-0.263165363
7.94	6.05	7.46	-0.35	-0.923097647	-0.053354737
7.94	5.38	8	-0.6	-0.955875836	0.006728688
7.94	5.37	5.64	-0.34	-0.900139604	-0.257023731
7.93	5.26	7.15	-0.46	-0.933543169	-0.087089112
7.93	10.65	5.74	1.61	-0.612052883	-0.245582178
7.93	8.33	7.02	0.5	-0.812856242	-0.101684136
7.93	5.6	7.66	-0.02	-0.886291402	-0.030113219
7.93	4.76	8.21	-0.8	-0.978778192	0.031965322
7.93	10.12	4.9	-0.27	-0.877059569	-0.339081826
7.92	7.73	7.8	-0.71	-0.966723711	-0.014157332
7.92	4.71	5.8	-0.54	-0.931725672	-0.237692419
7.92	6.12	8.11	-0.14	-0.905807512	0.020657306
7.92	5.71	6.57	-0.23	-0.898206089	-0.152047826
7.92	5.59	5.9	-0.64	-0.948042496	-0.22668602
7.92	6.42	7.65	0.05	-0.878150209	-0.029680518
7.91	7.41	7.19	1.76	-0.662596349	-0.080889786
7.91	6.54	6.14	0.04	-0.853720935	-0.198770458
7.91	6.11	6.45	-0.42	-0.921601702	-0.164093284
7.91	5.78	8.57	-0.39	-0.936807803	0.074277977
7.91	5.71	7.68	0.45	-0.833399299	-0.026123586
7.91	4.29	5.65	0.45	-0.781914064	-0.252834556
7.9	7.95	6.77	1	-0.74241234	-0.127500365
7.9	7.74	8.67	-0.24	-0.921827766	0.085867024
7.9	6.88	5.56	-0.8	-0.969035067	-0.262709004
7.9	8.22	5.96	-0.37	-0.908803401	-0.218113227
7.9	7.41	8.25	-0.62	-0.959285654	0.03911554
7.9	4.25	6.49	-0.53	-0.936867401	-0.158525424
7.9	7.6	6.43	-0.36	-0.91349495	-0.164905629
7.89	5.9	7.61	1.68	-0.688711766	-0.031491107
7.89	6.74	6.08	-0.52	-0.932120689	-0.203237602
7.89	6.01	5.24	0.86	-0.702128182	-0.298122967
7.89	6.36	4.91	1.21	-0.625433562	-0.335303629
7.88	5.24	6.3	0.21	-0.834189757	-0.177897047
7.88	5.17	7.67	-0.36	-0.926277545	-0.024040947
7.88	6.14	3.62	-0.32	-0.851622895	-0.479998912
7.88	7.44	7.18	-0.24	-0.90675473	-0.078312417
7.87	8.82	7.32	-0.35	-0.922218166	-0.062278371
7.86	6.68	6.94	0.09	-0.862451316	-0.10407016
7.86	4.82	6.85	-0.33	-0.914148938	-0.114379405
7.86	7.5	8.79	1.26	-0.769152111	0.105028017
7.86	8.02	6.31	-0.5	-0.931886857	-0.174723007
7.86	5.26	7.4	0.66	-0.802726609	-0.050949797
7.86	8.94	4.74	0.22	-0.787566075	-0.351950321
7.85	6.79	7.86	-0.06	-0.893482054	0.000386735
7.85	4.99	4.94	-0.31	-0.884201652	-0.329160632
7.85	7.71	7.14	-0.48	-0.935880083	-0.079886582
7.85	6.87	7.8	-0.55	-0.949360613	-0.005659005
7.85	4.91	5.98	0.7	-0.757167871	-0.210905438
7.84	6.29	7.21	0.24	-0.849342996	-0.071335354
7.84	6.19	5.38	-0.4	-0.906229802	-0.278322265
7.83	2.47	5.76	-0.53	-0.931197356	-0.234330226
7.83	5.39	7.18	-0.48	-0.93680719	-0.074162919
7.83	6.3	7.5	-0.48	-0.939151103	-0.03735215
7.83	6.63	8.45	0.05	-0.888434765	0.070314282
7.83	5.04	7.99	0.16	-0.870879914	0.018498766
7.83	5.88	5.97	-0.53	-0.932544871	-0.210323965
7.82	5.73	5.29	-0.58	-0.933303152	-0.287098715
7.82	6.48	6.79	-0.19	-0.896075262	-0.116246217
7.82	11.21	8.44	-0.15	-0.910229437	0.071028178
7.82	7.05	7.15	0.23	-0.848845281	-0.075164893
7.81	5.17	5.36	1.12	-0.666495973	-0.277909075
7.81	6.25	8.9	-0.42	-0.94165564	0.123301985
7.81	6.91	7.55	0.45	-0.831024353	-0.02909379
7.81	4.38	6.31	-0.21	-0.891586469	-0.169696944
7.81	4.9	8.31	-0.15	-0.908274831	0.056866485
7.81	3.38	8.35	-0.2	-0.914557725	0.061772019
7.8	5.41	6.91	-0.49	-0.935333233	-0.101706462
7.8	5.62	6.95	-0.43	-0.92804395	-0.096047305
7.8	9.41	8.67	0.67	-0.827640624	0.099451969
7.8	7.05	6.75	-0.34	-0.914678615	-0.119248696
7.79	6.93	8.11	0.52	-0.833146322	0.035638866
7.79	4.37	6.8	-0.07	-0.880255513	-0.113103678
7.79	7.28	6.65	-0.44	-0.926613328	-0.129592453
7.79	6.57	6.45	-0.53	-0.936577109	-0.15239712
7.78	4.97	7.92	-0.6	-0.9556914	0.015559213
7.78	7.11	8.71	0.34	-0.861712628	0.105806304
7.78	7.37	6.97	0.38	-0.826303668	-0.0919034
7.78	7.43	7.68	-0.64	-0.958164795	-0.011306675
7.78	7.27	12.42	0.27	-0.905138335	0.529063737
7.77	6.23	6.98	-0.22	-0.901932053	-0.09035194
7.77	6.62	6.08	0.52	-0.785745318	-0.193356239
7.77	7.31	7.37	0.18	-0.859137916	-0.045142596
7.76	4.9	8.19	-0.09	-0.90135017	0.049081198
7.76	5.74	6.63	-0.28	-0.906180639	-0.128480256
7.76	8.25	7.81	0.44	-0.836507868	0.006358556
7.76	7.43	8.32	0.86	-0.800832366	0.06426641
7.75	9.08	5.9	0.68	-0.756036288	-0.211681388
7.75	6.34	7.57	-0.53	-0.9453751	-0.020538211
7.75	5.23	6.53	0.34	-0.822196801	-0.139564978
7.75	7.81	8.16	-0.23	-0.915866808	0.046849314
7.75	6.61	6.97	-0.33	-0.915497195	-0.089063827
7.74	5.09	5.99	-0.27	-0.895417407	-0.20090644
7.74	7.79	6.43	-0.24	-0.898205494	-0.150482946
7.74	7.13	6.3	-0.65	-0.952469394	-0.165238222
7.73	4.96	7.74	-0.66	-0.960607219	0.001191728
7.73	5.18	9.97	-0.26	-0.932819207	0.256851355
7.73	6.03	6.31	-0.6	-0.944979341	-0.162261244
7.72	6.16	5.7	-0.45	-0.918185599	-0.232358522
7.72	5.53	8.46	-0.7	-0.968743891	0.084693003
7.72	6.31	7.73	-0.52	-0.945157086	0.001219634
7.72	6.97	7.22	-0.74	-0.968586195	-0.057308671
7.72	6.34	6.64	0.14	-0.850695788	-0.123569492
7.71	6.26	6.54	-0.17	-0.889422473	-0.134617084
7.71	5.8	6.28	0.33	-0.816785322	-0.164393336
7.71	3.6	6.27	-0.4	-0.917490434	-0.164942257
7.7	5.37	7.52	-0.66	-0.960551933	-0.020655597
7.7	5.41	6.76	-0.01	-0.872980712	-0.10787885
7.7	6.76	6.6	-0.64	-0.952514585	-0.126548231
7.7	6.09	7.78	0.29	-0.8533804	0.009179855
7.69	4.91	8.2	-0.07	-0.898812819	0.057848065
7.69	12.4	10.19	-0.68	-0.971308859	0.287585256
7.69	6.58	6.3	-0.03	-0.866817698	-0.159361036
7.69	5.94	8.92	0.32	-0.866998364	0.142177097
7.69	6.3	7.86	0.1	-0.87606795	0.019940783
7.68	8.12	9.09	0.4	-0.861259339	0.161341726
7.68	4.66	9.69	-0.7	-0.971942371	0.230845377
7.68	5.57	6.47	-0.02	-0.869295921	-0.140063853
7.68	6.42	7.24	-0.3	-0.915523489	-0.051189634
7.68	5.66	7.43	-0.35	-0.923340012	-0.028362175
7.68	6.24	6.12	0.6	-0.775708442	-0.179918619
7.68	6.27	6.41	0.97	-0.734662293	-0.146212245
7.68	5.16	6.88	-0.47	-0.932563828	-0.091698056
7.68	5.45	5.45	-0.45	-0.914575549	-0.256968086
7.67	5.25	6.1	1.07	-0.708735485	-0.181610939
7.66	7.3	8.23	0.57	-0.829986577	0.064987323
7.66	6.25	8.43	-0.6	-0.957075451	0.089103031
7.66	5.94	5.71	-0.2	-0.880611902	-0.225188762
7.66	3.39	6.02	1.19	-0.688898692	-0.188598678
7.65	7.85	5.81	-0.16	-0.876063953	-0.212545432
7.65	7.29	9	-0.16	-0.915956881	0.157052442
7.65	6.63	8.61	-0.21	-0.918023252	0.112123507
7.64	7.36	8.28	0.72	-0.814985589	0.073410043
7.64	6.38	9.23	0.57	-0.846599182	0.18324695
7.64	5.97	6.04	1.03	-0.711543306	-0.185695657
7.64	5.28	5.84	-0.15	-0.876472721	-0.208141274
7.64	4.27	6.97	-0.43	-0.92873198	-0.077606182
7.64	5.76	6.19	-0.11	-0.876222462	-0.167230776
7.64	7.94	7.04	1.38	-0.703913954	-0.068798825
7.63	7.95	8.67	-0.27	-0.924411802	0.120220852
7.63	5.25	8.47	0.32	-0.860144776	0.096493088
7.63	6.11	5.96	-0.3	-0.898890274	-0.193791242
7.63	6.94	6.37	0.42	-0.807493625	-0.145705722
7.63	6.26	11.14	-0.57	-0.964939464	0.406326876
7.63	6.2	6.74	0.45	-0.812925624	-0.10311376
7.63	4.31	7.41	-0.62	-0.954276328	-0.025239478
7.63	5.62	6.66	0.3	-0.830791599	-0.11238127
7.63	5.69	4.66	-0.45	-0.903196037	-0.344127611
7.62	7.59	6.31	-0.53	-0.936155899	-0.152344114
7.62	5.49	7.19	-0.67	-0.960246285	-0.04983098
7.62	6.37	5.13	0.07	-0.825784027	-0.289254887
7.62	3.74	7.2	-0.27	-0.911145894	-0.048846155
7.62	2.98	5.97	-0.62	-0.94528339	-0.191077946
7.62	9	7.96	0.83	-0.795780829	0.039546289
7.62	6.65	7.96	-0.52	-0.946317182	0.03927202
7.61	5.56	4.85	1.1	-0.641058749	-0.3208389
7.61	5.56	5.73	-0.39	-0.909178756	-0.219086697
7.61	4.62	7.52	-0.14	-0.899293398	-0.010778631
7.61	5.54	6.48	-0.15	-0.885891865	-0.130748486
7.61	5.42	7.64	-0.41	-0.931928712	0.004003895
7.61	4.22	8.57	-0.54	-0.951901875	0.111586975
7.61	5.48	6.2	-0.7	-0.958882111	-0.163927103
7.61	6.06	7.84	0.46	-0.834428678	0.027165664
7.6	6.08	5.91	-0.17	-0.879900579	-0.196546665
7.6	6.05	7.09	0.47	-0.818861899	-0.059281872
7.6	3.91	7.65	-0.23	-0.911253304	0.005104218
7.6	6.1	8.24	-0.3	-0.924679331	0.074068065
7.6	6.23	7.82	0.6	-0.818118793	0.02521556
7.59	6.25	7.75	0.35	-0.846060815	0.017759786
7.59	6.66	7.13	-0.05	-0.882874427	-0.053821688
7.59	11.96	6.84	0.91	-0.756901603	-0.08668636
7.59	9.29	6.24	1	-0.723798593	-0.156183572
7.58	6.58	6.53	-0.13	-0.884362544	-0.123149031
7.58	4.6	6.45	-0.4	-0.919736986	-0.131654904
7.58	6.45	8.11	-0.43	-0.937864332	0.061984152
7.58	6.33	7.07	0.42	-0.823670518	-0.059887124
7.57	7.34	6.47	-0.14	-0.885398111	-0.128356383
7.57	6.01	6.5	0.12	-0.85028629	-0.124974377
7.57	6.16	7.67	-0.57	-0.949913228	0.011357383
7.57	5.12	4.38	-0.66	-0.936239156	-0.371840704
7.56	3.24	5.27	-0.56	-0.92897954	-0.268330382
7.56	4.05	5.56	-0.28	-0.890652255	-0.234338912
7.56	5.15	7.81	-0.51	-0.944292464	0.029397126
7.55	6.03	5.18	0.63	-0.735746102	-0.277522758
7.55	4	5.26	0.01	-0.838804199	-0.267559833
7.55	7.24	7.5	0.51	-0.82254384	-0.005858196
7.55	5.72	6.56	0.15	-0.847642588	-0.115698104
7.54	5.8	6.47	-0.59	-0.944745396	-0.125802054
7.54	3.66	6.97	-0.57	-0.945642967	-0.066093744
7.53	6.23	6.81	-0.44	-0.927870924	-0.085291445
7.53	7.01	8.22	0.47	-0.840258619	0.081063678
7.53	4.45	5.46	-0.37	-0.902166079	-0.242345244
7.53	10.03	7.09	0.16	-0.856601864	-0.051287252
7.53	7.15	5.11	0.78	-0.708527823	-0.283241651
7.53	4.25	7.33	-0.61	-0.952616529	-0.023763063
7.53	4.87	6.13	1.18	-0.69395546	-0.164629098
7.53	8.81	8.42	-0.11	-0.905258826	0.104907669
7.53	7.55	6.61	0.35	-0.822041157	-0.107273722
7.52	5.07	6.95	-0.38	-0.922479547	-0.067466546
7.52	6.4	7.32	0.09	-0.868756739	-0.023850159
7.52	5.63	6.59	-0.23	-0.898550195	-0.108957862
7.52	4.81	7.37	-0.58	-0.950022446	-0.017307108
7.52	5	7.1	-0.07	-0.88550531	-0.049438298
7.52	3.61	4.34	-0.44	-0.89450265	-0.372492346
7.51	4.17	7.6	-0.57	-0.949967203	0.00994076
7.51	7.36	6.57	0.73	-0.770866387	-0.110622057
7.51	5.64	7.25	-0.46	-0.935114233	-0.02985282
7.5	5.1	6.15	-0.25	-0.895330097	-0.158755437
7.5	7	6.47	-0.51	-0.934874386	-0.121767143
7.5	5.73	7.38	0.18	-0.859709245	-0.013928689
7.5	5.73	6.75	-0.54	-0.940757732	-0.088732098
7.5	5.75	7.27	-0.26	-0.910235021	-0.027174916
7.49	3.81	8.12	-0.7	-0.967385204	0.07340428
7.49	6.94	4.81	-0.36	-0.890145005	-0.315681558
7.49	3.56	5.79	-0.5	-0.925959784	-0.200512465
7.49	4.45	5.96	-0.51	-0.929176874	-0.179398465
7.49	6.68	7.17	-0.66	-0.957851218	-0.037773474
7.49	8.34	6.26	1.8	-0.614238148	-0.144703138
7.49	6.12	7.03	0.27	-0.842371307	-0.053683461
7.48	6.58	6.33	-0.42	-0.921445034	-0.135839556
7.48	10.27	7.57	-0.58	-0.950568113	0.01011218
7.48	3.4	5.34	-0.37	-0.900535536	-0.252065196
7.48	3.87	6.68	-0.38	-0.919027587	-0.094106018
7.48	5.46	5.38	0.6	-0.748821019	-0.248093919
7.48	5.3	7.13	-0.07	-0.885750938	-0.040663791
7.48	7.51	6.09	1.23	-0.685798973	-0.163152625
7.48	9.13	6.44	0.34	-0.820266119	-0.122154744
7.47	5.43	6.35	-0.42	-0.920479193	-0.132506802
7.47	4.63	6.28	-0.65	-0.951826176	-0.140664293
7.47	6.01	4.87	0.13	-0.806810967	-0.306521825
7.46	3.95	4.51	-0.8	-0.96347933	-0.349086375
7.46	8.84	6.61	-0.5	-0.933838856	-0.100978047
7.46	5.66	5.9	-0.58	-0.938671957	-0.185033519
7.46	4.14	7.61	-0.33	-0.92165382	0.017857996
7.46	5.06	5.51	0.77	-0.727617372	-0.230768255
7.46	6.24	7.79	-0.71	-0.966752069	0.039685589
7.46	6.68	7.45	-0.52	-0.943389457	-0.00047431
7.45	6.96	7.93	-0.29	-0.920373811	0.056817602
7.45	7.54	7.29	0.15	-0.861679126	-0.018923684
7.45	6.51	7.37	-0.18	-0.901608691	-0.009626699
7.45	4.12	6.18	-0.58	-0.941997997	-0.150368191
7.45	4.94	6.73	0.87	-0.758551445	-0.084546904
7.45	4.32	5.87	-0.43	-0.917680488	-0.186060557
7.44	7.87	6.9	1.41	-0.694486421	-0.064035067
7.44	7.17	5.47	-0.22	-0.880037976	-0.233230924
7.44	5.63	6.67	-0.12	-0.88513979	-0.091467374
7.44	6.12	7.4	-0.04	-0.885260879	-0.004951649
7.43	8.35	6.92	0.6	-0.797755857	-0.061050509
7.43	7.52	7.22	0.14	-0.861228207	-0.024924509
7.43	7.38	5.85	-0.41	-0.913634223	-0.186940756
7.42	5.27	5.22	0.88	-0.697444975	-0.261189479
7.42	7.46	7	0.69	-0.789108452	-0.050695893
7.42	4.37	5.56	-0.45	-0.915837916	-0.2213673
